159,8876,8,37
160,8908,6,37
161,8932,9,37
162,8968,12,37
163,9016,2,37
164,9024,11,37
165,9068,4,37
166,9084,34,37
167,9220,2,37
168,9228,2,37
169,9236,2,37
170,9244,46,37
171,9428,8,37
172,9460,3,37
173,9472,63,37
174,9724,9,37
175,9760,2,37
176,9768,2,37
177,9776,34,37
178,9912,6,37
179,9936,2,37
180,9944,2,37
181,9952,12,37
182,10000,9,37
183,10036,2,37
184,10044,4,37
185,10060,28,37
186,10172,2,37
187,10180,2,37
188,10188,4,37
189,10204,7,37
190,10232,46,37
191,10416,3,37
192,10428,3,37
193,10440,29,37
194,10556,9,37
195,10592,14,37
196,10648,33,37
197,10780,6,37
198,10804,2,37
199,10812,4,37
200,10828,5,37
201,10848,4,37
202,10864,6,37
203,10888,38,37
204,11040,6,37
205,11064,2,37
206,11072,2,37
207,11080,4,37
208,11096,46,37
209,11280,4,37
210,11296,4,37
211,11312,12,37
212,11360,28,37
213,11472,17,37
214,11540,77,37
215,11848,8,37
216,11880,11,37
217,11924,13,37
218,11976,2,37
219,11984,15,37
220,12044,4,37
221,12060,2,37
222,12068,2,37
223,12076,2,37
224,12084,7,37
225,12112,6,37
226,12136,74,37
227,12432,16,37
228,12496,14,37
229,12552,6,37
230,12576,2,37
231,12584,8,37
232,12616,3,37
233,12628,3,37
234,12640,21,37
235,12724,2,37
236,12732,14,37
237,12788,9,37
238,12824,4,37
239,12840,3,37
240,12852,8,37
241,12884,19,37
242,12960,7,37
243,12988,2,37
244,12996,13,37
245,13048,2,37
246,13056,8,37
247,13088,12,37
248,13136,10,37
249,13176,4,37
250,13192,6,37
251,13216,5,37
252,13236,2,37
253,13244,24,37
254,13340,2,37
255,13348,3,37
256,13360,8,37
257,13392,5,37
258,13412,3,37
259,13424,2,37
260,13432,5,37
261,13452,2,37
262,13460,60,37
263,13700,11,37
264,13744,2,37
265,13752,14,37
266,13808,25,37
267,13908,12,37
268,13956,12,37
269,14004,19,37
270,14080,6,37
271,14104,35,37
272,14244,2,37
273,14252,2,37
274,14260,8,37
275,14292,5,37
276,14312,2,37
277,14320,22,37
278,14408,4,37
279,14424,19,37
280,14500,3,37
281,14512,2,37
282,14520,2,37
283,14528,15,37
284,14588,2,37
285,14596,2,37
286,14604,16,37
287,14668,2,37
288,14676,2,37
289,14684,2,37
290,14692,2,37
291,14700,8,37
292,14732,2,37
293,14740,14,37
294,14796,11,37
295,14840,2,37
296,14848,2,37
297,14856,2,37
298,14864,2,37
299,14872,37,37
300,15020,6,37
301,15044,4,37
302,15060,2,37
303,15068,27,37
304,15176,2,37
305,15184,5,37
306,15204,2,37
307,15212,4,37
308,15228,12,37
309,15276,7,37
310,15304,3,37
311,15316,2,37
312,15324,5,37
313,15344,14,37
314,15400,2,37
315,15408,34,37
316,15544,47,37
317,15732,2,37
318,15740,30,37
319,15860,19,37
320,15936,23,37
321,16028,27,37
322,16136,72,37
323,16424,18,37
324,16496,4,37
325,16512,2,37
326,16520,2,37
327,16528,2,37
328,16536,33,37
329,16668,2,37
330,16676,2,37
331,16684,16,37
332,16748,8,37
333,16780,53,37
334,16992,3,37
335,17004,58,37
336,17236,6,37
337,17260,2,37
338,17268,6,37
339,17292,5,37
340,17312,2,37
341,17320,9,37
342,17356,45,37
343,17536,6,37
344,17560,7,37
345,17588,2,37
346,17596,2,37
347,17604,23,37
348,17696,43,37
349,17868,14,37
350,17924,2,37
351,17932,2,37
352,17940,2,37
353,17948,14,37
354,18004,14,37
355,18060,3,37
356,18072,2,37
357,18080,16,37
358,18144,3,37
359,18156,56,37
360,18380,11,37
361,18424,13,37
362,18476,2,37
363,18484,9,37
364,18520,70,37
365,18800,2,37
366,18808,2,37
367,18816,2,37
368,18824,29,37
369,18940,2,37
370,18948,2,37
371,18956,27,37
372,19064,10,37
373,19104,12,37
374,19152,2,37
375,19160,33,37
376,19292,2,37
377,19300,5,37
378,19320,2,37
379,19328,16,37
380,19392,2,37
381,19400,2,37
382,19408,11,37
383,19452,3,37
384,19464,29,37
385,19580,5,37
386,19600,6,37
387,19624,5,37
388,19644,30,37
389,19764,2,37
390,19772,2,37
391,19780,5,37
392,19800,2,37
393,19808,2,37
394,19816,8,37
395,19848,2,37
396,19856,10,37
397,19896,9,37
398,19932,5,37
399,19952,10,37
400,19992,2,37
401,20000,2,37
402,20008,9,37
403,20044,2,37
404,20052,2,37
405,20060,3,37
406,20072,4,37
407,20088,2,37
408,20096,2,37
409,20104,10,37
410,20144,10,37
411,20184,18,37
412,20256,5,37
413,20276,47,37
414,20464,15,37
415,20524,4,37
416,20540,25,37
417,20640,17,37
418,20708,2,37
419,20716,7,37
420,20744,2,37
421,20752,2,37
422,20760,25,37
423,20860,56,37
424,21084,2,37
425,21092,2,37
426,21100,17,37
427,21168,5,37
428,21188,13,37
429,21240,2,37
430,21248,3,37
431,21260,2,37
432,21268,3,37
433,21280,10,37
434,21320,2,37
435,21328,8,37
436,21360,2,37
437,21368,2,37
438,21376,4,37
439,21392,2,37
440,21400,2,37
441,21408,2,37
442,21416,10,37
443,21456,13,37
444,21508,2,37
445,21516,32,37
446,21644,6,37
447,21668,3,37
448,21680,2,37
449,21688,7,37
450,21716,11,37
451,21760,6,37
452,21784,7,37
453,21812,7,37
454,21840,2,37
455,21848,6,37
456,21872,9,37
457,21908,35,37
458,22048,2,37
459,22056,2,37
460,22064,2,37
461,22072,4,37
462,22088,6,37
463,22112,6,37
464,22136,2,37
465,22144,2,37
466,22152,2,37
467,22160,3,37
468,22172,17,37
469,22240,23,37
470,22332,4,37
471,22348,4,37
472,22364,14,37
473,22420,17,37
474,22488,14,37
475,22544,2,37
476,22552,66,37
477,22816,6,37
478,22840,12,37
479,22888,14,37
480,22944,8,37
481,22976,8,37
482,23008,6,37
483,23032,6,37
484,23056,2,37
485,23064,2,37
486,23072,49,37
487,23268,34,37
488,23404,4,37
489,23420,27,37
490,23528,6,37
491,23552,12,37
492,23600,12,37
493,23648,9,37
494,23684,4,37
495,23700,2,37
496,23708,38,37
497,23860,21,37
498,23944,22,37
499,24032,8,37
500,24064,57,37
501,24292,3,37
502,24304,18,37
503,24376,9,37
504,24412,4,37
505,24428,8,37
506,24460,10,37
507,24500,6,37
508,24524,13,37
509,24576,5,37
510,24596,3,37
511,24608,7,37
512,24636,568,37
513,26908,568,37
514,29180,568,37
515,31452,568,37
516,33724,15,37
517,33784,33,37
518,33916,13,37
519,33968,12,37
520,34016,7,37
521,34044,22,37
522,34132,9,37
523,34168,37,37
524,34316,3,37
525,34328,3,37
526,34340,12,37
527,34388,13,37
528,34440,28,37
529,34552,33,37
530,34684,15,37
531,34744,27,37
532,34852,15,37
533,34912,3,37
534,34924,4,37
535,34940,43,37
536,35112,7,37
537,35140,16,37
538,35204,3,37
539,35216,9,37
540,35252,17,37
541,35320,25,37
542,35420,41,37
543,35584,6,37
544,35608,6,37
545,35632,18,37
546,35704,12,37
547,35752,5,37
548,35772,11,37
549,35816,3,37
550,35828,6,37
551,35852,36,37
552,35996,21,37
553,36080,6,37
554,36104,3,37
555,36116,18,37
556,36188,4,37
557,36204,8,37
558,36236,19,37
559,36312,11,37
560,36356,3,37
561,36368,7,37
562,36396,56,37
563,36620,12,37
564,36668,3,37
565,36680,4,37
566,36696,21,37
567,36780,6,37
568,36804,4,37
569,36820,3,37
570,36832,9,37
571,36868,16,37
572,36932,3,37
573,36944,4,37
574,36960,6,37
575,36984,10,37
576,37024,3,37
577,37036,5,37
578,37056,8,37
579,37088,20,37
580,37168,27,37
581,37276,10,37
582,37316,10,37
583,37356,34,37
584,37492,20,37
585,37572,36,37
586,37716,86,37
587,38060,26,37
588,38164,57,37
589,38392,15,37
590,38452,10,37
591,38492,17,37
592,38560,5,37
593,38580,12,37
594,38628,12,37
595,38676,23,37
596,38768,5,37
597,38788,6,37
598,38812,4,37
599,38828,3,37
600,38840,3,37
601,38852,12,37
602,38900,3,37
603,38912,10,37
604,38952,3,37
605,38964,6,37
606,38988,12,37
607,39036,5,37
608,39056,5,37
609,39076,13,37
610,39128,14,37
611,39184,14,37
612,39240,68,37
613,39512,7,37
614,39540,35,37
615,39680,20,37
616,39760,17,37
617,39828,24,37
618,39924,7,37
619,39952,11,37
620,39996,5,37
621,40016,12,37
622,40064,3,37
623,40076,8,37
624,40108,3,37
625,40120,6,37
626,40144,12,37
627,40192,8,37
628,40224,3,37
629,40236,3,37
630,40248,11,37
631,40292,3,37
632,40304,12,37
633,40352,5,37
634,40372,6,37
635,40396,6,37
636,40420,8,37
637,40452,33,37
638,40584,2,37
639,40592,2,37
640,40600,21,37
641,40684,2,37
642,40692,6,37
643,40716,2,37
644,40724,2,37
645,40732,2,37
646,40740,48,37
647,40932,21,37
648,41016,17,37
649,41084,4,37
650,41100,3,37
651,41112,18,37
652,41184,5,37
653,41204,13,37
654,41256,5,37
655,41276,2,37
656,41284,5,37
657,41304,12,37
658,41352,8,37
659,41384,2,37
660,41392,8,37
661,41424,10,37
662,41464,4,37
663,41480,2,37
664,41488,7,37
665,41516,53,37
666,41728,2,37
667,41736,1,37
668,41740,21,37
669,41824,1,37
670,41828,9,37
671,41864,9,37
672,41900,19,37
673,41976,8,37
674,42008,2,37
675,42016,3,37
676,42028,19,37
677,42104,24,37
678,42200,13,37
679,42252,13,37
680,42304,6,37
681,42328,41,37
682,42492,17,37
683,42560,11,37
684,42604,5,37
685,42624,1,37
686,42628,60,37
687,42868,1,37
688,42872,1,37
689,42876,4,37
690,42892,1,37
691,42896,6,37
692,42920,13,37
693,42972,70,37
694,43252,28,37
695,43364,16,37
696,43428,16,37
697,43492,34,37
698,43628,8,37
699,43660,60,37
700,43900,17,37
701,43968,4,37
702,43984,4,37
703,44000,8,37
704,44032,3,37
705,44044,3,37
706,44056,16,37
707,44120,3,37
708,44132,24,37
709,44228,5,37
710,44248,3,37
711,44260,9,37
712,44296,3,37
713,44308,8,37
714,44340,9,37
715,44376,3,37
716,44388,3,37
717,44400,3,37
718,44412,6,37
719,44436,19,37
720,44512,7,37
721,44540,7,37
722,44568,8,37
723,44600,12,37
724,44648,31,37
725,44772,7,37
726,44800,4,37
727,44816,6,37
728,44840,5,37
729,44860,5,37
730,44880,11,37
731,44924,3,37
732,44936,5,37
733,44956,19,37
734,45032,7,37
735,45060,5,37
736,45080,4,37
737,45096,23,37
738,45188,3,37
739,45200,22,37
740,45288,3,37
741,45300,3,37
742,45312,3,37
743,45324,3,37
744,45336,4,37
745,45352,4,37
746,45368,3,37
747,45380,21,37
748,45464,3,37
749,45476,7,37
750,45504,6,37
751,45528,3,37
752,45540,4,37
753,45556,8,37
754,45588,3,37
755,45600,3,37
756,45612,6,37
757,45636,3,37
758,45648,5,37
759,45668,8,37
760,45700,6,37
761,45724,3,37
762,45736,4,37
763,45752,10,37
764,45792,14,37
765,45848,5,37
766,45868,11,37
767,45912,3,37
768,45924,4,37
769,45940,18,37
770,46012,2,37
771,46020,9,37
772,46056,23,37
773,46148,12,37
774,46196,2,37
775,46204,2,37
776,46212,16,37
777,46276,11,37
778,46320,2,37
779,46328,15,37
780,46388,4,37
781,46404,5,37
782,46424,12,37
783,46472,14,37
784,46528,4,37
785,46544,3,37
786,46556,22,37
787,46644,3,37
788,46656,4,37
789,46672,11,37
790,46716,4,37
791,46732,17,37
792,46800,20,37
793,46880,3,37
794,46892,13,37
795,46944,18,37
796,47016,3,37
797,47028,26,37
798,47132,16,37
799,47196,19,37
800,47272,4,37
801,47288,22,37
802,47376,6,37
803,47400,13,37
804,47452,11,37
805,47496,12,37
806,47544,3,37
807,47556,3,37
808,47568,4,37
809,47584,7,37
810,47612,8,37
811,47644,3,37
812,47656,6,37
813,47680,8,37
814,47712,5,37
815,47732,9,37
816,47768,8,37
817,47800,10,37
818,47840,6,37
819,47864,3,37
820,47876,3,37
821,47888,12,37
822,47936,11,37
823,47980,3,37
824,47992,23,37
825,48084,6,37
826,48108,8,37
827,48140,3,37
828,48152,7,37
829,48180,3,37
830,48192,3,37
831,48204,27,37
832,48312,5,37
833,48332,14,37
834,48388,3,37
835,48400,4,37
836,48416,12,37
837,48464,3,37
838,48476,3,37
839,48488,9,37
840,48524,3,37
841,48536,9,37
842,48572,3,37
843,48584,4,37
844,48600,5,37
845,48620,3,37
846,48632,9,37
847,48668,5,37
848,48688,4,37
849,48704,4,37
850,48720,10,37
851,48760,10,37
852,48800,13,37
853,48852,3,37
854,48864,3,37
855,48876,8,37
856,48908,3,37
857,48920,18,37
858,48992,16,37
859,49056,9,37
860,49092,3,37
861,49104,5,37
862,49124,3,37
863,49136,3,37
864,49148,3,37
865,49160,11,37
866,49204,11,37
867,49248,14,37
868,49304,3,37
869,49316,8,37
870,49348,8,37
871,49380,3,37
872,49392,11,37
873,49436,31,37
874,49560,3,37
875,49572,11,37
876,49616,19,37
877,49692,25,37
878,49792,3,37
879,49804,9,37
880,49840,9,37
881,49876,3,37
882,49888,15,37
883,49948,3,37
884,49960,3,37
885,49972,6,37
886,49996,3,37
887,50008,17,37
888,50076,3,37
889,50088,16,37
890,50152,7,37
891,50180,15,37
892,50240,11,37
893,50284,25,37
894,50384,27,37
895,50492,3,37
896,50504,6,37
897,50528,8,37
898,50560,3,37
899,50572,38,37
900,50724,5,37
901,50744,30,37
902,50864,20,37
903,50944,8,37
904,50976,20,37
905,51056,6,37
906,51080,26,37
907,51184,15,37
908,51244,3,37
909,51256,4,37
910,51272,6,37
911,51296,28,37
912,51408,5,37
913,51428,11,37
914,51472,10,37
915,51512,3,37
916,51524,3,37
917,51536,8,37
918,51568,20,37
919,51648,3,37
920,51660,5,37
921,51680,5,37
922,51700,9,37
923,51736,3,37
924,51748,3,37
925,51760,3,37
926,51772,7,37
927,51800,3,37
928,51812,4,37
929,51828,17,37
930,51896,4,37
931,51912,4,37
932,51928,3,37
933,51940,2,37
934,51948,2,37
935,51956,4,37
936,51972,2,37
937,51980,8,37
938,52012,6,37
939,52036,2,37
940,52044,11,37
941,52088,10,37
942,52128,6,37
943,52152,2,37
944,52160,18,37
945,52232,2,37
946,52240,2,37
947,52248,15,37
948,52308,2,37
949,52316,6,37
950,52340,8,37
951,52372,2,37
952,52380,11,37
953,52424,5,37
954,52444,11,37
955,52488,4,37
956,52504,7,37
957,52532,1,37
958,52536,2,37
959,52544,1,37
960,52548,7,37
961,52576,1,37
962,52580,6,37
963,52604,24,37
964,52700,3,37
965,52712,3,37
966,52724,17,37
967,52792,10,37
968,52832,18,37
969,52904,6,37
970,52928,3,37
971,52940,3,37
972,52952,11,37
973,52996,14,37
974,53052,2,37
975,53060,2,37
976,53068,9,37
977,53104,2,37
978,53112,6,37
979,53136,2,37
980,53144,2,37
981,53152,2,37
982,53160,7,37
983,53188,2,37
984,53196,48,37
985,53388,12,37
986,53436,5,37
987,53456,3,37
988,53468,7,37
989,53496,3,37
990,53508,3,37
991,53520,4,37
992,53536,9,37
993,53572,8,37
994,53604,3,37
995,53616,4,37
996,53632,18,37
997,53704,8,37
998,53736,8,37
999,53768,3,37
1000,53780,10,37
1001,53820,3,37
1002,53832,19,37
1003,53908,11,37
1004,53952,2,37
1005,53960,29,37
1006,54076,3,37
1007,54088,3,37
1008,54100,4,37
1009,54116,3,37
1010,54128,2,37
1011,54136,2,37
1012,54144,6,37
1013,54168,6,37
1014,54192,2,37
1015,54200,2,37
1016,54208,2,37
1017,54216,7,37
1018,54244,2,37
1019,54252,3,37
1020,54264,17,37
1021,54332,2,37
1022,54340,6,37
1023,54364,3,37
1024,54376,5,37
1025,54396,2,37
1026,54404,4,37
1027,54420,2,37
1028,54428,35,37
1029,54568,3,37
1030,54580,2,37
1031,54588,2,37
1032,54596,2,37
1033,54604,2,37
1034,54612,2,37
1035,54620,2,37
1036,54628,4,37
1037,54644,5,37
1038,54664,9,37
1039,54700,5,37
1040,54720,2,37
1041,54728,10,37
1042,54768,4,37
1043,54784,3,37
1044,54796,2,37
1045,54804,2,37
1046,54812,3,37
1047,54824,9,37
1048,54860,4,37
1049,54876,7,37
1050,54904,2,37
1051,54912,5,37
1052,54932,9,37
1053,54968,5,37
1054,54988,2,37
1055,54996,7,37
1056,55024,6,37
1057,55048,2,37
1058,55056,5,37
1059,55076,5,37
1060,55096,5,37
1061,55116,4,37
1062,55132,2,37
1063,55140,5,37
1064,55160,5,37
1065,55180,9,37
1066,55216,6,37
1067,55240,7,37
1068,55268,19,37
1069,55344,30,37
1070,55464,11,37
1071,55508,3,37
1072,55520,6,37
1073,55544,8,37
1074,55576,12,37
1075,55624,7,37
1076,55652,2,37
1077,55660,17,37
1078,55728,5,37
1079,55748,27,37
1080,55856,2,37
1081,55864,2,37
1082,55872,5,37
1083,55892,6,37
1084,55916,2,37
1085,55924,4,37
1086,55940,2,37
1087,55948,2,37
1088,55956,5,37
1089,55976,3,37
1090,55988,2,37
1091,55996,3,37
1092,56008,4,37
1093,56024,6,37
1094,56048,3,37
1095,56060,3,37
1096,56072,4,37
1097,56088,13,37
1098,56140,5,37
1099,56160,24,37
1100,56256,3,37
1101,56268,6,37
1102,56292,3,37
1103,56304,27,37
1104,56412,11,37
1105,56456,5,37
1106,56476,3,37
1107,56488,3,37
1108,56500,3,37
1109,56512,7,37
1110,56540,10,37
1111,56580,3,37
1112,56592,5,37
1113,56612,7,37
1114,56640,19,37
1115,56716,5,37
1116,56736,4,37
1117,56752,3,37
1118,56764,3,37
1119,56776,3,37
1120,56788,3,37
1121,56800,3,37
1122,56812,9,37
1123,56848,3,37
1124,56860,3,37
1125,56872,4,37
1126,56888,3,37
1127,56900,3,37
1128,56912,8,37
1129,56944,7,37
1130,56972,4,37
1131,56988,3,37
1132,57000,13,37
1133,57052,3,37
1134,57064,3,37
1135,57076,5,37
1136,57096,8,37
1137,57128,8,37
1138,57160,3,37
1139,57172,3,37
1140,57184,3,37
1141,57196,3,37
1142,57208,4,37
1143,57224,3,37
1144,57236,3,37
1145,57248,6,37
1146,57272,3,37
1147,57284,3,37
1148,57296,6,37
1149,57320,7,37
1150,57348,5,37
1151,57368,7,37
1152,57396,7,37
1153,57424,3,37
1154,57436,8,37
1155,57468,11,37
1156,57512,3,37
1157,57524,12,37
1158,57572,10,37
1159,57612,4,37
1160,57628,4,37
1161,57644,4,37
1162,57660,4,37
1163,57676,3,37
1164,57688,3,37
1165,57700,5,37
1166,57720,9,37
1167,57756,5,37
1168,57776,3,37
1169,57788,3,37
1170,57800,4,37
1171,57816,5,37
1172,57836,12,37
1173,57884,3,37
1174,57896,14,37
1175,57952,3,37
1176,57964,5,37
1177,57984,9,37
1178,58020,12,37
1179,58068,29,37
1180,58184,9,37
1181,58220,4,37
1182,58236,8,37
1183,58268,4,37
1184,58284,6,37
1185,58308,5,37
1186,58328,6,37
1187,58352,4,37
1188,58368,21,37
1189,58452,5,37
1190,58472,19,37
1191,58548,3,37
1192,58560,3,37
1193,58572,3,37
1194,58584,3,37
1195,58596,3,37
1196,58608,3,37
1197,58620,8,37
1198,58652,4,37
1199,58668,8,37
1200,58700,4,37
1201,58716,4,37
1202,58732,4,37
1203,58748,2,37
1204,58756,2,37
1205,58764,17,37
1206,58832,12,37
1207,58880,2,37
1208,58888,2,37
1209,58896,10,37
1210,58936,5,37
1211,58956,7,37
1212,58984,8,37
1213,59016,4,37
1214,59032,5,37
1215,59052,17,37
1216,59120,3,37
1217,59132,2,37
1218,59140,3,37
1219,59152,10,37
1220,59192,3,37
1221,59204,4,37
1222,59220,3,37
1223,59232,3,37
1224,59244,5,37
1225,59264,3,37
1226,59276,19,37
1227,59352,5,37
1228,59372,10,37
1229,59412,2,37
1230,59420,2,37
1231,59428,2,37
1232,59436,4,37
1233,59452,2,37
1234,59460,4,37
1235,59476,3,37
1236,59488,3,37
1237,59500,2,37
1238,59508,2,37
1239,59516,2,37
1240,59524,8,37
1241,59556,2,37
1242,59564,1,37
1243,59568,1,37
1244,59572,2,37
1245,59580,3,37
1246,59592,2,37
1247,59600,1,37
1248,59604,4,37
1249,59620,3,37
1250,59632,7,37
1251,59660,1,37
1252,59664,2,37
1253,59672,1,37
1254,59676,1,37
1255,59680,1,37
1256,59684,11,37
1257,59728,1,37
1258,59732,1,37
1259,59736,3,37
1260,59748,1,37
1261,59752,2,37
1262,59760,11,37
1263,59804,4,37
1264,59820,3,37
1265,59832,2,37
1266,59840,3,37
1267,59852,3,37
1268,59864,6,37
1269,59888,5,37
1270,59908,4,37
1271,59924,2,37
1272,59932,2,37
1273,59940,14,37
1274,59996,2,37
1275,60004,9,37
1276,60040,8,37
1277,60072,2,37
1278,60080,8,37
1279,60112,4,37
1280,60128,4,37
1281,60144,5,37
1282,60164,2,37
1283,60172,2,37
1284,60180,5,37
1285,60200,2,37
1286,60208,2,37
1287,60216,4,37
1288,60232,5,37
1289,60252,3,37
1290,60264,2,37
1291,60272,3,37
1292,60284,2,37
1293,60292,2,37
1294,60300,2,37
1295,60308,2,37
1296,60316,8,37
1297,60348,2,37
1298,60356,2,37
1299,60364,4,37
1300,60380,9,37
1301,60416,14,37
1302,60472,8,37
1303,60504,4,37
1304,60520,3,37
1305,60532,23,37
1306,60624,8,37
1307,60656,8,37
1308,60688,4,37
1309,60704,4,37
1310,60720,4,37
1311,60736,3,37
1312,60748,3,37
1313,60760,3,37
1314,60772,3,37
1315,60784,5,37
1316,60804,2,37
1317,60812,17,37
1318,60880,2,37
1319,60888,3,37
1320,60900,7,37
1321,60928,3,37
1322,60940,7,37
1323,60968,13,37
1324,61020,8,37
1325,61052,6,37
1326,61076,7,37
1327,61104,9,37
1328,61140,22,37
1329,61228,5,37
1330,61248,9,37
1331,61284,6,37
1332,61308,4,37
1333,61324,3,37
1334,61336,8,37
1335,61368,3,37
1336,61380,6,37
1337,61404,3,37
1338,61416,8,37
1339,61448,4,37
1340,61464,9,37
1341,61500,15,37
1342,61560,3,37
1343,61572,7,37
1344,61600,3,37
1345,61612,3,37
1346,61624,3,37
1347,61636,12,37
1348,61684,3,37
1349,61696,3,37
1350,61708,3,37
1351,61720,3,37
1352,61732,6,37
1353,61756,3,37
1354,61768,3,37
1355,61780,3,37
1356,61792,3,37
1357,61804,3,37
1358,61816,3,37
1359,61828,3,37
1360,61840,6,37
1361,61864,9,37
1362,61900,3,37
1363,61912,9,37
1364,61948,5,37
1365,61968,5,37
1366,61988,3,37
1367,62000,2,37
1368,62008,2,37
1369,62016,2,37
1370,62024,2,37
1371,62032,2,37
1372,62040,2,37
1373,62048,7,37
1374,62076,4,37
1375,62092,6,37
1376,62116,2,37
1377,62124,2,37
1378,62132,7,37
1379,62160,5,37
1380,62180,2,37
1381,62188,2,37
1382,62196,3,37
1383,62208,6,37
1384,62232,3,37
1385,62244,3,37
1386,62256,3,37
1387,62268,9,37
1388,62304,2,37
1389,62312,2,37
1390,62320,2,37
1391,62328,3,37
1392,62340,2,37
1393,62348,2,37
1394,62356,2,37
1395,62364,6,37
1396,62388,2,37
1397,62396,2,37
1398,62404,11,37
1399,62448,9,37
1400,62484,3,37
1401,62496,4,37
1402,62512,3,37
1403,62524,4,37
1404,62540,4,37
1405,62556,5,37
1406,62576,4,37
1407,62592,3,37
1408,62604,17,37
1409,62672,7,37
1410,62700,6,37
1411,62724,3,37
1412,62736,4,37
1413,62752,4,37
1414,62768,3,37
1415,62780,3,37
1416,62792,3,37
1417,62804,5,37
1418,62824,8,37
1419,62856,3,37
1420,62868,3,37
1421,62880,4,37
1422,62896,9,37
1423,62932,22,37
1424,63020,11,37
1425,63064,3,37
1426,63076,3,37
1427,63088,3,37
1428,63100,3,37
1429,63112,9,37
1430,63148,3,37
1431,63160,9,37
1432,63196,3,37
1433,63208,3,37
1434,63220,7,37
1435,63248,5,37
1436,63268,4,37
1437,63284,3,37
1438,63296,3,37
1439,63308,3,37
1440,63320,4,37
1441,63336,4,37
1442,63352,5,37
1443,63372,6,37
1444,63396,5,37
1445,63416,3,37
1446,63428,7,37
1447,63456,8,37
1448,63488,4,37
1449,63504,3,37
1450,63516,3,37
1451,63528,4,37
1452,63544,3,37
1453,63556,5,37
1454,63576,8,37
1455,63608,3,37
1456,63620,5,37
1457,63640,2,37
1458,63648,5,37
1459,63668,6,37
1460,63692,10,37
1461,63732,2,37
1462,63740,3,37
1463,63752,12,37
1464,63800,3,37
1465,63812,5,37
1466,63832,7,37
1467,63860,11,37
1468,63904,4,37
1469,63920,5,37
1470,63940,7,37
1471,63968,3,37
1472,63980,16,37
1473,64044,3,37
1474,64056,4,37
1475,64072,4,37
1476,64088,3,37
1477,64100,3,37
1478,64112,5,37
1479,64132,5,37
1480,64152,3,37
1481,64164,3,37
1482,64176,3,37
1483,64188,3,37
1484,64200,17,37
1485,64268,4,37
1486,64284,2,37
1487,64292,16,37
1488,64356,3,37
1489,64368,8,37
1490,64400,9,37
1491,64436,2,37
1492,64444,2,37
1493,64452,2,37
1494,64460,3,37
1495,64472,6,37
1496,64496,2,37
1497,64504,3,37
1498,64516,3,37
1499,64528,3,37
1500,64540,3,37
